Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module,ModuleNo
13605,Nonprofit Management,HR Basics,,HR Basics: Job Analysis 2e,https://www.youtube.com/watch?v=NIFkJAge0EA,Module 4: Performance Management,4
13606,Nonprofit Management,HR Basics,,HR Basics: Organziational Development,https://www.youtube.com/watch?v=VDduIzjAjWE,Module 4: Job Evaluation,4
13607,Nonprofit Management,HR Basics,,HR Basics: Sexual Harassment,https://www.youtube.com/watch?v=MsTsHewb0II,Module 4: Job Analysis,4
13608,Nonprofit Management,HR Basics,,HR Basics: Human Resource Policy,https://www.youtube.com/watch?v=fWsLBFN5-mg,Module 5: Organizational Development,5
13609,Nonprofit Management,HR Basics,,HR Basics: Human Resource Planning,https://www.youtube.com/watch?v=2fhXWlHubpA,Module 5: Sexual Harassment,5
13610,Nonprofit Management,HR Basics,,HR Basics: Compensation,https://www.youtube.com/watch?v=wZoRId6ADuo,Module 5: Human Resource Policy,5
13611,Nonprofit Management,HR Basics,,HR Basics: Reference Checks,https://www.youtube.com/watch?v=R7Td_YVXEkg,Module 5: Compensation,5
13612,Nonprofit Management,HR Basics,,HR Basics: Performance Appraisals,https://www.youtube.com/watch?v=o2mi8zhnhYM,Module 6: Reference Checks,6
13613,Nonprofit Management,HR Basics,,HR Basics: Employee Engagement,https://www.youtube.com/watch?v=g9HjuA1JF18,Module 6: Performance Appraisals,6
13614,Nonprofit Management,HR Basics,,HR Basics: Talent Management,https://www.youtube.com/watch?v=H__5wa30A9s,Module 6: Employee Engagement,6
13615,Nonprofit Management,HR Basics,,HR Basics: Discrimination,https://www.youtube.com/watch?v=NQ-A5fWmkz0,Module 6: Talent Management,6
13616,Nonprofit Management,HR Basics,,HR Basics: Workers Compensation,https://www.youtube.com/watch?v=Qem8wSvlQas,Module 7: Discrimination,7
13617,Nonprofit Management,HR Basics,,HR Basics: Background Checks,https://www.youtube.com/watch?v=44vTSIPMuLw,Module 7: Workers Compensation,7
13618,Nonprofit Management,HR Basics,,HR Basics: Employee Rights,https://www.youtube.com/watch?v=mKflvO_dktE,Module 7: Background Checks,7
13619,Nonprofit Management,HR Basics,,HR Basics: Performance Improvement Plans,https://www.youtube.com/watch?v=hmq1eB_q_lc,Module 7: Employee Rights,7
13620,Nonprofit Management,HR Basics,,HR Basics: Patterned Interviews,https://www.youtube.com/watch?v=XRZKD-lqUPY,Module 8: Performance Improvement Plans,8
13621,Nonprofit Management,HR Basics,,HR Basics: Training Lesson Plans,https://www.youtube.com/watch?v=Zz8N0fR1iR4,Module 8: Patterned Interviews,8
13622,Nonprofit Management,HR Basics,,HR Basics: Work-Life Effectiveness,https://www.youtube.com/watch?v=2HfTHHSHQ-8,Module 8: Training Lesson Plans,8
13623,Nonprofit Management,HR Basics,,HR Basics: Employee Safety and Security,https://www.youtube.com/watch?v=clA8hXqfZrk,Module 8: Work-Life Effectiveness,8
13624,Nonprofit Management,HR Basics,,HR Basics: Human Resource Metrics,https://www.youtube.com/watch?v=F7t0EFXXHgE,Module 9: Employee Safety and Security,9
13625,Nonprofit Management,HR Basics,,HR Basics: Typical Selection Process,https://www.youtube.com/watch?v=jB3tjXSqlqc,Module 9: Human Resource Metrics,9
13626,Nonprofit Management,HR Basics,,HR Basics: Employment Law 2e,https://www.youtube.com/watch?v=z5sBgkbjB7g,Module 9: Typical Selection Process,9
13627,Nonprofit Management,HR Basics,,HR Basics: Occupational Safety and Health Administration 2e,https://www.youtube.com/watch?v=W3OW_Bmu0HM,Module 9: Employment Law,9
13628,Nonprofit Management,HR Basics,,HR Basics: Human Resource Information Systems 2e,https://www.youtube.com/watch?v=cjgaCpQyrVM,Module 10: Occupational Safety and Health Administration,10
13629,Nonprofit Management,HR Basics,,HR Basics: Job Descriptions 2e,https://www.youtube.com/watch?v=x8SUDbl6AXk,Module 10: Human Resource Information Systems,10
13630,Nonprofit Management,HR Basics,,HR Basics: Employee Relations 2e,https://www.youtube.com/watch?v=5sdbHJIYJLk,Module 10: Job Descriptions,10
13631,Nonprofit Management,HR Basics,,HR Basics: Labor Relations 2e,https://www.youtube.com/watch?v=q7pDXs-pu7k,Module 10: Employee Relations,10
13632,Nonprofit Management,HR Basics,,HR Basics: Employee Safety and Health 2e,https://www.youtube.com/watch?v=_-v9nuJNp14,Module 11: Labor Relations,11
13633,Nonprofit Management,HR Basics,,HR Basics: Training and Development 2e,https://www.youtube.com/watch?v=0hwxSoGKHWo,Module 11: Employee Safety and Health,11
13634,Nonprofit Management,HR Basics,,HR Basics: Recruitment 2e,https://www.youtube.com/watch?v=elc2sIiVICQ,Module 11: Training and Development,11
13635,Nonprofit Management,HR Basics,,HR Basics: Organizational Health,https://www.youtube.com/watch?v=XgmChe5iVas,Module 11: Recruitment,11
13636,Nonprofit Management,HR Basics,,HR Basics: Selection 2e,https://www.youtube.com/watch?v=QeOXpl1ExZE,Module 12: Organizational Health,12
13637,Nonprofit Management,HR Basics,,HR Basics: Reasonable Accommodation 2e,https://www.youtube.com/watch?v=ZGXehwve8dA,Module 12: Selection,12
13638,Nonprofit Management,HR Basics,,HR Basics: Total Rewards 2e,https://www.youtube.com/watch?v=Fxo0dsBnXN0,Module 12: Reasonable Accommodation,12
13639,Nonprofit Management,HR Basics,,HR Basics: Discipline Documentation,https://www.youtube.com/watch?v=92MOwo9ZwdQ,Module 12: Total Rewards,12
13640,Nonprofit Management,HR Basics,,HR Basics: Employee Benefits 2e,https://www.youtube.com/watch?v=_B4rlWU5xxQ,Module 13: Discipline Documentation,13
13641,Nonprofit Management,HR Basics,,HR Basics: Teamwork,https://www.youtube.com/watch?v=SCAob0FkxUA,Module 13: Employee Benefits,13
13642,Nonprofit Management,HR Basics,,HR Basics: Strengths Based Organizations,https://www.youtube.com/watch?v=vHg-J55t36M,Module 13: Teamwork,13
13643,Nonprofit Management,HR Basics,,HR Basics: Workforce Planning,https://www.youtube.com/watch?v=BGNlcPxFptQ,Module 13: Strengths Based Organizations,13
13644,Nonprofit Management,HR Basics,,HR Basics: Human Resource Management Competencies,https://www.youtube.com/watch?v=pWQ3kCzNLnw,Module 14: Workforce Planning,14
13645,Nonprofit Management,HR Basics,,HR Basics: Writing Job Descriptions,https://www.youtube.com/watch?v=4xH7HPwxkrw,Module 14: Human Resource Management Competencies,14
13646,Nonprofit Management,HR Basics,,HR Basics: ADDIE Model,https://www.youtube.com/watch?v=CNFLmu4-pXw,Module 14: Writing Job Descriptions,14
13647,Nonprofit Management,HR Basics,,HR Basics: Building a Compensation Plan,https://www.youtube.com/watch?v=OKTn2tAzmV8,Module 14: ADDIE Model,14
13648,Nonprofit Management,HR Basics,,HR Basics: Employee Discipline,https://www.youtube.com/watch?v=qv2nxVXXD8I,Module 15: Building a Compensation Plan,15
13649,Nonprofit Management,HR Basics,,HR Basics: Human Resource Partner,https://www.youtube.com/watch?v=9J9Yhepnmoc,Module 15: Employee Discipline,15
13650,Nonprofit Management,HR Basics,,HR Basics: Employee Wellness,https://www.youtube.com/watch?v=fH_lAYtIh0A,Module 15: Human Resource Partner,15
13651,Nonprofit Management,HR Basics,,HR Basics: Disparate Impact,https://www.youtube.com/watch?v=37AeWkTESec,Module 15: Employee Wellness,15
13652,Nonprofit Management,HR Basics,,HR Basics: Disparate Treatment,https://www.youtube.com/watch?v=YX4dFU71bzM,Module 16: Disparate Impact,16
13653,Nonprofit Management,HR Basics,,HR Basics: Succession Planning,https://www.youtube.com/watch?v=ij4IwMs8N_w,Module 16: Disparate Treatment,16
13654,Nonprofit Management,HR Basics,,HR Basics: Four-Fifths Rule,https://www.youtube.com/watch?v=I7PIerjlxVs,Module 16: Succession Planning,16
13655,Nonprofit Management,HR Basics,,HR Basics: Affirmative Action,https://www.youtube.com/watch?v=nMfX9UxWPjw,Module 16: Four-Fifths Rule,16
13656,Nonprofit Management,HR Basics,,HR Basics: Selection Tests,https://www.youtube.com/watch?v=yfywPwz4pb4,Module 17: Affirmative Action,17
13657,Nonprofit Management,HR Basics,,HR Basics: Bona Fide Occupational Qualification,https://www.youtube.com/watch?v=1xG4pMbK_6E,Module 17: Selection Tests,17
13658,Nonprofit Management,HR Basics,,HR Basics: Employment Brand,https://www.youtube.com/watch?v=WS2_tadPnXA,Module 17: Bona Fide Occupational Qualification,17
13659,Nonprofit Management,HR Basics,,HR Basics: Human Resource Management Past and Present,https://www.youtube.com/watch?v=N9etpCuzDcA,Module 17: Employment Brand,17
13660,Nonprofit Management,HR Basics,,HR Basics: Fair Labor Standards Act,https://www.youtube.com/watch?v=3vkfBNy0OyM,Module 17: Employment Brand,17
13661,Nonprofit Management,HR Basics,,HR Basics: Affordable Care Act,https://www.youtube.com/watch?v=PzU42n9WdVo,Module 17: Employment Brand,17
